Status,VendorCode,VendorName,JV Date,InvoiceNo,"InvoiceDate ",Description,InvoiceAmt,Total GST,IGSTAmount,CGSTAmount,SGSTAmount,TdsAmount,Payable,ExpenseCode,RoundOff,Invoice Created By
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-09-30,TNGE002290,2024-09-30,"NTT-TNGE002290,Dedicated Racks 28/09/2024 TO 30/09/2024",500.00,90.00,0.00,45.00,45.00,10.00,580.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-04,TNGE002798,2024-10-04,"NTT-TNGE002798,Dedicated Racks cross connection Oct-2024",5250.00,945.00,0.00,472.50,472.50,105.00,6090.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-02,TNGE002035,2024-09-02,"NTT-TNGE002035,2 Chennai U sapce 01/09/2024 to 27/09/2024",4500.00,810.00,0.00,405.00,405.00,90.00,5220.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,TNGE002999,2024-11-04,"NTT-TNGE002999,Chennai Fiber Connection Nov-2024 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,MHGE016598,2024-11-04,"NTT-MHGE016598,Mumbai HA Fiber connection Nov-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,TNGE002951,2024-11-04,"NTT-TNGE002951,Chennai 7 U Space 01/11/2024 to 16/11/2024",9333.31,1680.00,0.00,840.00,840.00,187.00,10826.31,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,TNGE002991,2024-11-04,"NTT-TNGE002991,Dedicated Racks cross connection Nov-2024",5250.00,945.00,0.00,472.50,472.50,105.00,6090.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,TNGV001169,2024-11-04,"NTT-TNGV001169,Chennai 2  dell switch Nov-2024",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,MHGE016467,2024-11-04,"NTT-MHGE016467,Dedicated Racks And 6 Cross Connections Mumbai Nov-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-19,TNGE003190,2024-11-19,"NTT-TNGE003190,Chennai 7 U Space 17/11/2024 to 30/11/2024",8166.69,1470.00,0.00,735.00,735.00,163.00,9473.69,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,TNGE002957,2024-11-04,"NTT-TNGE002957,BSE Cross connect Nov-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,TNGE002956,2024-11-04,"NTT-TNGE002956,Chennai MCX cross connection Nov-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-04,TNGE002955,2024-11-04,"NTT-TNGE002955,Chennai NSE cross connection Nov-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-11-01,TNGE000860,2024-06-03,"NTT-TNGE002369,Chennai MCX cross connection June-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-03,MHGE015576,2024-10-07,"NTT-MHGE015576,Dedicated Racks And 6 Cross Connections Mumbai Oct-2024.Credit note Received against MHGV009198  Rs.-1533.34 Period of 01/09/2024 to 30/09/2024 inv-MHGY002556 and Credit note Received against MHGV006186 Rs.-2600 01/07/2024 TO 31/07/2024=-2600 Inv-MHGV002131 TDS-1833 (113051.67-1533.44-2600=1,08,915.33-1833=1,07,082.23 Payable)",95806.48,17245.18,0.00,8622.59,8622.59,1916.00,111135.66,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,MHGE018632,2024-12-02,"NTT-MHGE018632,Dedicated Racks And  Cross Connections Mumbai Dec-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,MHGE018762,2024-12-02,"NTT-MHGE018762,Mumbai HA Fiber connection Dec-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,MHGV014330,2024-12-02,"NTT-MHGV014330,Chennai 2  dell switch Dec-2024",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,TNGE003388,2024-12-02,"NTT-TNGE003388,Racks Space infra Dec-2024",5250.00,945.00,0.00,472.50,472.50,105.00,6090.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,TNGE003396,2024-12-02,"NTT-TNGE003396,Chennai Fiber Connection 01/12/2024 to 13/12/2024",4193.55,754.84,0.00,377.42,377.42,84.00,4864.39,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,TNGV001302,2024-12-02,"NTT-TNGV001302,Chennai 2  dell switch Dec-2024",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,TNGE003352,2024-12-02,"NTT-TNGE003352,Chennai 7 U Space Dec-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-01,TNFE003103,2024-12-01,"NTT-TNFE003103,Chennai 7 U Space Dec-2023",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,MHGE011664,2024-09-02,"NTT-MHGE011664,Mumbai HA Fiber connection Sep-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
Payment Approved,SC59,NTT COMMUNICATION-CGST,2023-12-15,MHFE007531,2023-12-01,"NETMAGIC-MHFE007531,Mumbai IP 2 Set Dec-2023",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP044,0.00,shaji@flattrade.in
Payment Approved,SC59,NTT COMMUNICATION-CGST,2023-12-16,TNFE001575,2023-12-02,"NETMAGIC-TNFE001575,IP Address And Bandwidth 01/12/2023 To 18/12/2023",1609.55,289.72,0.00,144.86,144.86,32.00,1867.27,EXP044,0.00,shaji@flattrade.in
Payment Approved,SC59,NTT COMMUNICATION-CGST,2023-12-20,TNFE001642,2023-12-19,"NETMAGIC-TNFE001642,IP Address And Bandwidth 19/12/2023 To 31/12/2023",1162.45,209.24,0.00,104.62,104.62,23.00,1348.69,EXP044,0.00,shaji@flattrade.in
Payment Approved,SC51,RAMESH AND RAMACHANDRAN,2023-12-22,GST/23-24/00508,2023-12-02,"RNR-DUE DELIGENCE,Towards due deligence certificate",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP015,0.00,shaji@flattrade.in
Payment Approved,SC59,NTT COMMUNICATION-CGST,2024-01-17,MHFE008504,2024-01-03,"NTT-MHFE008504,Mumbai IP 2 Set Jan-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP044,0.00,shaji@flattrade.in
Payment Approved,SC59,NTT COMMUNICATION-CGST,2024-01-17,MHFE008512,2024-01-03,"NTT-MHFE008512,Mumbai IP 1 Set Jan-2024",972.00,174.96,0.00,87.48,87.48,19.00,1127.96,EXP044,0.00,shaji@flattrade.in
Payment Approved,SC59,NTT COMMUNICATION-CGST,2024-01-17,MHFE008513,2024-01-03,"NTT-MHFE008513,Mumbai bandwidth 30000 GB Jan-2024",90000.00,16200.00,0.00,8100.00,8100.00,1800.00,104400.00,EXP044,0.00,shaji@flattrade.in
Payment Approved,SC59,NTT COMMUNICATION-CGST,2024-01-17,TNFE001801,2024-01-03,"NTT-TNFE001801,Chennai Bandwidth And IP Jan-2024",2772.00,498.96,0.00,249.48,249.48,55.00,3215.96,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-01-23,GST/23-24/00548,2023-12-16,"R&R-CERTIFICATION,Towards Member Profile Details Certificate",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-01-23,GST/23-24/00550,2023-12-16,"RNR-NETWORTH,Networth Certificate For MD and Meenmabal mam",2360.00,0.00,0.00,0.00,0.00,0.00,2360.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC59,NTT COMMUNICATION-CGST,2024-02-14,MHFE009404,2024-02-01,"NTT-MHFE009404,Mumbai IP 2 Set FEB-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC59,NTT COMMUNICATION-CGST,2024-02-14,MHFE009410,2024-02-01,"NTT-MHFE009410,Mumbai IP 1 Set FEB-2024",972.00,174.96,0.00,87.48,87.48,19.00,1127.96,EXP044,0.00,shaji@flattrade.in
Rejected,SC59,NTT COMMUNICATION-CGST,2024-02-14,MHFE009411,2024-02-01,"NTT-MHFE009411,Mumbai bandwidth 30000 GB FEB-2024",90000.00,16200.00,0.00,8100.00,8100.00,1800.00,104400.00,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC59,NTT COMMUNICATION-CGST,2024-02-14,MHFE009603,2024-02-01,"NTT-MHFE009603,Mumbai bandwidth 35000 GB Perid of 09/02/2024 TO 29/02/2024",76034.48,13686.20,0.00,6843.10,6843.10,1521.00,88199.68,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC59,NTT COMMUNICATION-CGST,2024-02-14,TNFE001996,2024-02-01,"NTT-TNFE001996,Chennai Bandwidth And IP FEB-2024",2772.00,498.96,0.00,249.48,249.48,55.00,3215.96,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-02-22,GST/23-24/00649,2024-01-31,"RNR-SHAREHOLDING,Towards shareholding pattern certificate 19/01/2024",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-02-23,GST/23-24/00737,2024-02-13,"RNR-PFOFESSIONFEE,Professional Fees towards GSTR9 & 9C for FY 2022-23",50000.00,9000.00,0.00,4500.00,4500.00,5000.00,54000.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-03-05,GST/23-24/00852,2024-03-05,"RNR-SHAREHOLDING,Towards shareholding pattern certificate 04/03/2024",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-04-27,GTS/24-25/00037,2024-04-27,"R&R-CERTIFICATION,Stautory & non statutory certification charges Provisional certificate charges",3000.00,540.00,0.00,270.00,270.00,300.00,3240.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-04-27,GST/24-25/00038,2024-04-27,"R&R-CERTIFICATION,Statutory & non statutory certification charges Due diligence report",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-04-09,GST/24-25/00008,2024-04-09,"R&R-CERTIFICATION,Statutory & non statutory certification charges",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-10-17,GST/24-25/00457,2024-10-17,"R&R-CERTIFICATION,Audited networth certification charges as on 31/03/2024",2000.00,360.00,0.00,180.00,180.00,200.00,2160.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-11-12,GST/24-25/00492,2024-11-12,"RNR-AUDITCERTIFICATE,Provisional and audit certificate",2000.00,360.00,0.00,180.00,180.00,200.00,2160.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2024-11-12,GST/24-25/00491,2024-11-12,"RNR-AUDITFEE,Towards Audit Fees For The Financial Year 2023-2024",200000.00,36000.00,0.00,18000.00,18000.00,20000.00,216000.00,AUD,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-17,TNGE003657,2024-12-17,"NTT-TNGE003396,Chennai Fiber Connection 14/12/2024 to 31/12/2024",5806.45,1045.16,0.00,522.58,522.58,116.00,6735.61,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,TNGE003356,2024-12-02,"NTT-TNGE003356,Chennai NSE Cross Connection 01/12/2024 TO 04/12/2024",129.03,23.22,0.00,11.61,11.61,3.00,149.25,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,TNGE003357,2024-12-02,"NTT-TNGE003357,Chennai MCX Cross Connection 01/12/2024 TO 14/12/2024",451.61,81.28,0.00,40.64,40.64,9.00,523.89,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-12-02,TNGE003358,2024-12-02,"NTT-TNGE003358,Chennai BSE Cross Connection 01/12/2024 TO 19/12/2024",612.90,110.32,0.00,55.16,55.16,12.00,711.22,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-01-02,TNGV001439,2025-01-02,"NTT-TNGV001439,Chennai 2  dell switch Jan-2025",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-01-03,MHGE020724,2025-01-03,"NTT-MHGE020724,Dedicated Racks And  Cross Connections Mumbai Jan-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-01-03,MHGE020884,2025-01-03,"NTT-MHGE020884,Mumbai HA Fiber connection Jan-2025 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-01-03,TNGE003850,2025-01-03,"NTT-TNGE003850,Chennai Crosss Connection Jan-2025 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-01-03,TNGE003780,2025-01-03,"NTT-TNGE003780,Chennai 7 U Space Jan-2025",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-01-03,TNGE003840,2025-01-03,"NTT-TNGE003840,Racks Space infra Jan-2025",8250.00,1485.00,0.00,742.50,742.50,165.00,9570.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-01-03,TNGE003715,2025-01-03,"NTT-TNGE003715,Chennai U space OTC and monthly charges 17/12/2024 to 31/12/2024",3451.61,621.30,0.00,310.65,310.65,69.00,4003.89,EXP043,-0.02,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-02-03,TNGE004347,2025-02-03,"NTT-TNGE004347,Chennai Cross Connection FEB-2025 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,meena@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-02-03,MHGE023531,2025-02-03,"NTT-MHGE023531,Mumbai HA Fiber connection FEB-2025 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,meena@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-02-03,TNGE004340,2025-02-03,"NTT-TNGE004340,Racks Space infra FEB-2025",8250.00,1485.00,0.00,742.50,742.50,165.00,9570.00,EXP043,0.00,meena@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-02-03,MHGE023407,2025-02-03,"NTT-MHGE023407,Dedicated Racks And  Cross Connections Mumbai FEB-2025",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,meena@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-02-04,MHGV018086,2025-02-04,"NTT-MHGV018086,EKYC MSSQL Managed services FEB-2025",6500.00,1170.00,0.00,585.00,585.00,130.00,7540.00,EXP043,0.00,meena@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-02-03,TNGE004303,2025-02-03,"NTT-TNGE004303,Chennai 7 U Space FEB-2025",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,meena@flattrade.in
BankFile Generated,SC51,RAMESH AND RAMACHANDRAN,2025-03-11,GST/24-25/00789,2025-03-11,"RNR-OSS,Others similer services networth certificate -31-03-2024",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP005,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,MHGE025361,2025-03-03,"NTT-MHGE025361,Dedicated Racks And  Cross Connections Mumbai MAR-2025",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,MHGE025484,2025-03-03,"NTT-MHGE025484,Mumbai HA Fiber connection mar-2025 2QTY",9290.32,1672.24,0.00,836.12,836.12,186.00,10776.56,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004630,2025-03-03,"NTT-TNGE004630,Chennai 7 U Space Mar-2025",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004634,2025-03-03,"NTT-TNGE004634,Chennai NSE cross connection Mar-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004635,2025-03-03,"NTT-TNGE004635,Chennai MCX cross connection Mar-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004636,2025-03-03,"NTT-TNGE004636,Chennai BSE cross connection Mar-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004672,2025-03-03,"NTT-TNGE004672,Chennai Cross Connection Mar-2025 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004665,2025-03-03,"NTT-TNGE004665,Racks Space infra MAR-2025",8250.00,1485.00,0.00,742.50,742.50,165.00,9570.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004307,2025-03-03,"NTT-TNGE004307,Chennai NSE cross connection FEB-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004308,2025-03-03,"NTT-TNGE004308,Chennai MCX cross connection FEB-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE004309,2025-03-03,"NTT-TNGE004309,Chennai BSE cross connection FEB-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE003784,2025-03-03,"NTT-TNGE003784,Chennai NSE cross connection Jan-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE003785,2025-03-03,"NTT-TNGE003785,Chennai MCX cross connection Jan-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-03,TNGE003786,2025-03-03,"NTT-TNGE003786,Chennai BSE cross connection Jan-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-01,TNGE003702,2025-03-01,"NTT-TNGE003702,Chennai BSE Cross Connection 20/12/2024 TO 31/12/2024",387.10,0.00,0.00,0.00,0.00,8.00,379.10,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-01,TNGE003656,2025-03-01,"NTT-TNGE003656,Chennai MCX cross connection 15/12/2024 TO 31/12/2024",548.39,98.72,0.00,49.36,49.36,11.00,636.11,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-03-26,MHGE027028,2025-03-19,"NTT-MHGE027028,Internet uplink for mumbai location qty-2 19/03/2025 to 31/03/2025",6709.68,1207.76,0.00,603.88,603.88,134.00,7783.44,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-07,MHHE000504,2025-04-07,"NTT-MHHE000504,Dedicated Racks And  Cross Connections Mumbai APR-2025",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-07,MHHE000660,2025-04-07,"NTT-MHHE000660,Mumbai HA Fiber connection APR-2025 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-04,MHHE000739,2025-04-04,"NTT-MHHE000739,Mumbai IP address APR-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-04,MHHE000740,2025-04-04,"NTT-MHHE000740,Mumbai IP address apr-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-04,MHHE000742,2025-04-04,"NTT-MHHE000742,Mumbai IP address apr-2025",972.00,174.96,0.00,87.48,87.48,19.00,1127.96,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-07,TNHE000067,2025-04-07,"NTT-TNHE000067,Chennai 7 U Space APR-2025",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-07,TNHE000070,2025-04-07,"NTT-TNHE000070,Chennai NSE cross connection APR-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-07,TNHE000071,2025-04-07,"NTT-TNHE000071,Chennai MCX cross connection APR-2025",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-07,TNHE000124,2025-04-07,"NTT-TNHE000124,Racks Space infra APR-2025",8250.00,1485.00,0.00,742.50,742.50,165.00,9570.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-04-07,TNHE000134,2025-04-07,"NTT-TNHE000134,Chennai Cross Connection APR-2025 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Verified,SC51,RAMESH AND RAMACHANDRAN,2025-04-25,GST/24/25/00844,2025-04-25,"RNR-OSS,Others similer services networth certificate -30-09-2024",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP015,0.00,shaji@flattrade.in
BankFile Verified,SC51,RAMESH AND RAMACHANDRAN,2025-04-25,GST/24-25/00682,2025-04-25,"RNR-OSS,Others similer services fees towards GSTR9 -2023-2024",50000.00,9000.00,0.00,4500.00,4500.00,5000.00,54000.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-05-02,MHHE003186,2025-05-02,"NTT-MHHE003186,Dedicated Racks And  Cross Connections Mumbai May-2025",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-05-02,MHHE003299,2025-05-02,"NTT-MHHE003299,Mumbai HA Fiber connection May-2025 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-05-02,TNHE000613,2025-05-02,"NTT-TNHE000613,Chennai 7 U Space May-2025",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-05-02,TNHE000643,2025-05-02,"NTT-TNHE000643,Racks Space infra May-2025",8250.00,1485.00,0.00,742.50,742.50,165.00,9570.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2025-05-02,TNHE000650,2025-05-02,"NTT-TNHE000650,Chennai Cross Connection May-2025 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Verified,SC51,RAMESH AND RAMACHANDRAN,2025-04-23,GST/25-26/00016,2025-04-23,"RNR-AUDITCERTIFICATE,Provisional and audit certificate",1000.00,180.00,0.00,90.00,90.00,100.00,1080.00,EXP015,0.00,elakiya.r@flattrade.in
